category,description,carbohydrate,protein,fat_total_lipid,kilocalories
BABYFOOD,"BABYFOOD,VEG,SPINACH,CRMD,STR",5.7,2.5,1.3,37
BABYFOOD,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR",17.3,0.3,0.0,63
BABYFOOD,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR",15.3,0.4,0.1,56
BABYFOOD,"BABYFOOD,FRUIT,PEACHES,STR",14.48,0.94,0.33,65
BABYFOOD,"BABYFOOD,FRUIT,PEACHES,JR",14.48,0.94,0.33,65
BABYFOOD,"BABYFOOD,FRUIT,PEARS,STR",10.8,0.3,0.2,42
BABYFOOD,"BABYFOOD,FRUIT,PEARS,JR",11.6,0.3,0.1,43
BABYFOOD,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR",19.7,0.1,0.0,71
BABYFOOD,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR",20.5,0.1,0.0,74
BABYFOOD,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR",18.5,0.6,0.1,69
BABYFOOD,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR",18.7,0.6,0.1,70
BABYFOOD,"BABYFOOD,PRUNES,WO/VIT C,STR",23.52,1.0,0.2,101
BABYFOOD,"BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",19.0,0.3,0.2,70
BABYFOOD,"BABYFOOD,PEARS,DICES,TODD",13.6,0.3,0.1,57
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR",11.64,0.2,0.2,44
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR",12.4,0.2,0.2,47
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR",14.1,0.0,0.0,51
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&CHERRIES,JR",14.1,0.0,0.0,51
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",16.16,0.37,0.1,66
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR",10.1,0.1,0.1,37
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR",10.5,0.1,0.1,39
BABYFOOD,"BABYFOOD,FRUIT,APPL & RASPBERRY,STR",15.6,0.2,0.2,58
BABYFOOD,"BABYFOOD,FRUIT,APPL & RASPBERRY,JR",15.4,0.2,0.2,58
BABYFOOD,"BABYFOOD,FRUIT & VEG,APPL & SWT POTATO",15.3,0.3,0.22,64
BABYFOOD,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR",18.4,0.2,0.1,68
BABYFOOD,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR",17.8,0.2,0.0,65
BABYFOOD,"BABYFOOD,FRUIT,PEARS&PNAPPL,STR",10.9,0.3,0.1,41
BABYFOOD,"BABYFOOD,FRUIT,PEARS&PNAPPL,JR",11.4,0.3,0.2,44
BABYFOOD,"BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR",17.0,0.2,0.1,63
BABYFOOD,"BABYFOOD,PEACHES,DICES,TODD",11.8,0.5,0.2,51
BABYFOOD,"BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR",18.9,0.2,0.1,70
BABYFOOD,"BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",19.7,0.9,0.22,84
BABYFOOD,"BABYFOOD,FRUIT,APPL&BLUEBERRY,STR",16.3,0.2,0.2,61
BABYFOOD,"BABYFOOD,FRUIT,APPL&BLUEBERRY,JR",16.6,0.2,0.2,62
BABYFOOD,"BABYFOOD,JUICE,APPLE",11.7,0.0,0.1,47
BABYFOOD,"BABYFOOD,APPLE-BANANA JUC",12.3,0.2,0.1,51
BABYFOOD,"BABYFOOD,JUC,APPL&PEACH",10.5,0.2,0.1,43
BABYFOOD,"BABYFOOD,APPLE-CRANBERRY JUC",11.49,0.0,0.02,46
BABYFOOD,"BABYFOOD,JUC,APPL&PLUM",12.3,0.1,0.0,49
BABYFOOD,"BABYFOOD,JUC,APPL&PRUNE",18.0,0.2,0.1,72
BABYFOOD,"BABYFOOD,JUICE,ORANGE",10.2,0.6,0.3,45
BABYFOOD,"BABYFOOD,JUC,ORANGE&APPL",10.1,0.4,0.2,43
BABYFOOD,"BABYFOOD,JUC,ORANGE&APPL&BANANA",11.5,0.4,0.1,47
BABYFOOD,"BABYFOOD,JUC,ORANGE&APRICOT",10.9,0.8,0.1,46
BABYFOOD,"BABYFOOD,JUC,ORANGE&BANANA",11.9,0.7,0.1,50
BABYFOOD,"BABYFOOD,JUC,ORANGE&PNAPPL",11.7,0.5,0.1,48
BABYFOOD,"BABYFOOD,JUC,PRUNE&ORANGE",16.8,0.6,0.3,70
BABYFOOD,"BABYFOOD,JUC,MXD FRUIT",11.6,0.1,0.1,47
BABYFOOD,"BABYFOOD,CRL,BARLEY,DRY",75.3,11.1,3.4,365
BABYFOOD,"BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY",77.1,12.6,4.8,402
BABYFOOD,"BABYFOOD,CEREAL,MIXED,DRY",73.3,12.2,4.4,379
BABYFOOD,"BABYFOOD,CRL,MXD,W/BANANAS,DRY",77.1,10.7,4.6,391
BABYFOOD,"BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR",17.9,1.2,0.5,82
BABYFOOD,"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR",18.4,1.2,0.4,83
BABYFOOD,"BABYFOOD,CRL,OATMEAL,DRY",69.65,13.07,8.0,399
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY",73.4,12.0,6.0,393
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR",15.4,1.3,0.7,74
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR",15.7,1.3,0.7,75
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/HONEY,DRY",69.3,13.5,7.0,391
BABYFOOD,"BABYFOOD,CEREAL,RICE,DRY",77.6,7.1,4.9,391
BABYFOOD,"BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR",17.1,1.2,0.4,80
BABYFOOD,"BABYFOOD,CRL,W/EGG YOLKS,STR",7.0,1.9,1.8,51
BABYFOOD,"BABYFOOD,CRL,W/EGG YOLKS,JR",7.1,1.9,1.8,52
BABYFOOD,"BABYFOOD,CRL,W/EGGS,STR",8.0,2.2,1.5,58
BABYFOOD,"BABYFOOD,CRL,EGG YOLKS&BACON,JR",6.2,2.5,5.0,79
BABYFOOD,"BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD",74.15,10.5,7.05,402
BABYFOOD,"BABYFOOD,COOKIE,BABY,FRUIT",73.7,6.8,12.6,435
BABYFOOD,"BABYFOOD,CRACKERS,VEG",66.9,8.4,19.6,476
BABYFOOD,"BABYFOOD,CRL,RICE,W/MXD FRUIT,JR",18.3,0.9,0.2,82
BABYFOOD,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",57.6,25.4,6.5,374
BABYFOOD,"BABYFOOD,CRL,RICE,W/BANANAS,DRY",79.9,8.7,4.2,404
BABYFOOD,"BABYFOOD,COOKIES",67.1,11.8,13.2,433
BABYFOOD,"BABYFOOD,COOKIES,ARROWROOT",71.2,7.6,14.3,442
BABYFOOD,"BABYFOOD,PRETZELS",82.2,10.8,2.0,397
BABYFOOD,"BABYFOOD,TEETHING BISCUITS",78.03,9.0,5.0,398
No Category,ZWIEBACK,74.2,10.1,9.7,426
BABYFOOD,"BABYFOOD,DSSRT,DUTCH APPL,STR",19.74,0.2,0.4,75
BABYFOOD,"BABYFOOD,DSSRT,DUTCH APPL,JR",19.29,0.2,0.16,79
BABYFOOD,"BABYFOOD,CHERRY COBBLER,JR",19.2,0.3,0.1,78
BABYFOOD,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",17.8,0.2,0.3,68
BABYFOOD,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",18.4,0.2,0.2,69
BABYFOOD,"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",17.7,1.1,0.9,80
BABYFOOD,"BABYFOOD,DSSRT,PEACH COBBLER,STR",17.8,0.3,0.0,65
BABYFOOD,"BABYFOOD,DSSRT,PEACH COBBLER,JR",18.3,0.3,0.0,67
BABYFOOD,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",20.3,1.3,0.3,81
BABYFOOD,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",16.0,0.3,0.0,59
BABYFOOD,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",17.2,0.3,0.0,63
BABYFOOD,"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",16.4,0.2,0.0,60
BABYFOOD,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",16.0,1.6,2.0,85
BABYFOOD,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",17.58,1.76,0.98,86
BABYFOOD,"BABYFOOD,JUC,APPL&GRAPE",11.34,0.1,0.2,46
BABYFOOD,"BABYFOOD,JUC,FRUIT PUNCH,W/CA",12.7,0.2,0.1,52
BABYFOOD,"BABYFOOD,JUC,APPL&CHERRY",9.9,0.1,0.2,41
BABYFOOD,"BABYFOOD,JUC,APPL,W/CA",11.1,0.06,0.1,46
BABYFOOD,"BABYFOOD,DINNER,VEG&CHICK,JR",8.66,2.04,1.12,53
BABYFOOD,"BABYFOOD,DINNER,MXD VEG,STR",9.5,1.2,0.1,41
BABYFOOD,"BABYFOOD,DINNER,MXD VEG,JR",7.9,1.0,0.0,33
BABYFOOD,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",17.8,0.4,0.2,67
BABYFOOD,"BABYFOOD,VEG,MIX VEG JR",8.2,1.4,0.4,36
BABYFOOD,"BABYFOOD,VEG,GARDEN VEG,STR",6.8,2.3,0.2,32
BABYFOOD,"BABYFOOD,VEG,MIX VEG STR",8.05,1.2,0.5,36
BABYFOOD,"BABYFOOD,DINNER,BF NOODLE,JR",7.4,2.5,1.9,57
BABYFOOD,"BABYFOOD,APPLS W/HAM,STR",10.9,2.6,0.9,62
BABYFOOD,"BABYFOOD,CARROTS&BF,STR",5.7,3.4,2.5,59
BABYFOOD,"BABYFOOD,PLUMS,BANANAS&RICE,STR",12.7,1.1,0.3,57
BABYFOOD,"BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD",7.5,3.8,1.6,59
BABYFOOD,"BABYFOOD,DINNER,APPLS&CHICK,STR",10.87,2.16,1.38,65
BABYFOOD,"BABYFOOD,DINNER,BROCCOLI & CHICK,JR",6.34,3.59,2.48,62
BABYFOOD,"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",11.04,2.51,2.17,74
BABYFOOD,"BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",11.5,3.5,2.0,78
BABYFOOD,"BABYFOOD,CRL,BARLEY,PREP W/WHL MILK",16.3,4.6,3.3,111
BABYFOOD,"BABYFOOD,CRL,HI PROT,PREP W/WHL MILK",11.6,8.7,3.8,111
BABYFOOD,"BABYFOOD,CRL,MXD,PREP W/WHL MILK",15.9,4.8,3.5,113
BABYFOOD,"BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",16.6,4.5,3.6,115
BABYFOOD,"BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK",15.3,5.0,4.1,116
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",16.0,4.7,3.8,116
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK",15.3,5.0,3.9,115
BABYFOOD,"BABYFOOD,CRL,RICE,PREP W/WHL MILK",16.7,3.9,3.6,115
BABYFOOD,"BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK",17.1,3.9,3.3,115
BABYFOOD,"BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK",15.9,5.0,3.6,115
BABYFOOD,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",13.4,6.9,3.9,112
BABYFOOD,"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",17.0,4.2,3.5,117
INF FORMULA,"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF",7.39,1.45,3.37,66
INF FORMULA,"INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON",14.2,2.79,6.5,127
INF FORMULA,"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR",57.32,11.3,26.1,509
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF",7.18,1.38,3.5,63
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,LIQ CONC, NOT REC",13.96,2.68,7.31,128
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,W/ IRON,PDR",56.2,10.8,27.0,520
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF",7.18,1.38,3.5,63
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,LIQ CNC, NOT REC",14.31,2.76,7.25,131
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMILLIPIL,W/IRN,PDR,W/ ARA & DHA",56.2,10.8,27.0,511
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,PDR,NOT RECON",56.2,10.8,27.0,511
INF FORMULA,"INF FORMULA,MEAD JOHNSON,LOFENALAC,W/ IRON,PDR,NOT RECON",60.0,15.0,18.0,462
INF FORM,"INF FORM,MEAD JOHNS,ENFAM,LIP,W/ IR,LIQ CONC,W/ ARA & DHA",14.34,2.76,6.96,131
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRON,RTF",6.81,1.83,3.5,66
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN",55.0,14.2,25.0,502
INF FORMMEAD JOHN,"INF FORMMEAD JOHN,ENFAMIL LIPIL,W/ IRON,RTF,W/ ARA & DHA",7.18,1.38,3.5,65
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,LC,NOT RECON",13.12,3.53,6.73,127
INF FORM,"INF FORM,ME JOHNS,ENFAMIL,LIPIL,LO IRON,PDR,W/ ARA & DHA",56.2,10.8,27.0,511
INF FORM,"INF FORM,ME JOHNS,ENFAM,LIP,LO IRON,LIQ CONC,W/ ARA & DHA",14.24,2.76,7.16,131
CHILD FORMULA,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PDR,NOT RECON",54.8,16.5,22.0,483
CHILD FORMULA,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR",8.57,3.33,4.48,88
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PDR,NOT RECON",52.8,14.0,28.0,519
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PREP FROM PDR",6.63,1.82,3.65,67
INF FORMULA,"INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF",6.11,1.64,3.5,63
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC",13.58,3.19,7.13,131
INF FOR,"INF FOR,ME JOHN,ENFAM,LIPIL,LO IRON,READY TO FE,W/ ARA & DHA",7.18,1.38,3.5,64
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON",54.3,12.5,27.0,510
INF FOR,"INF FOR,ME JOHNS,ENFAMIL,LACTOF LIPIL,W/ IR,PDR,W/ ARA & DHA",57.0,10.9,28.0,521
INF FOR,"INF FOR,MEA JO,ENF,LACT,LIPIL,W/ IR,LI CO,NO REC,W/ AR & DH",14.42,2.68,7.11,132
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LIPIL,RTF,W/ ARA & DHA",6.44,1.38,3.5,66
INF FORM,"INF FORM,AB NUTR,SIMIL,PM 60/40,PDR,NOT RECON (FORM RO)",54.94,11.4,28.71,524
INF FOR,"INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA",51.0,13.9,26.0,494
INF FOR,"INF FOR,ABB NUT,SIMI NAT CA,ADVA,RTF,W/ ARA & DHA,(FOR ROS)",8.27,2.12,4.24,78
INF FOR,"INF FOR,ABB NU,SIM,SP CA,AD 24,W/ IRO,R,W/ ARA & DHA,(FO RO)",8.33,1.8,3.26,70
INF FORM,"INF FORM,ABB NUTR,SIMI,ISO,W/ IRON,RTF,(FOR RO)",6.7,1.61,3.59,66
INF FORM,"INF FORM,ABBOTT NUTR,SIMI,ISO,W/ IRON,LIQ CONC,(FORM ROSS)",13.21,3.13,6.98,128
INF FORMULA,"INF FORMULA,A NUTR,SIM,IS,W/ IRON,PDR,NOT RECON,(FORROSS)",53.57,12.6,28.09,517
INF FO,"INF FO,ME JO,ENF,NUTR,LIPIL,W/ IR,LIQ CO NOT RE,W/ ARA & DHA",13.12,3.53,6.73,126
INF FO,"INF FO,ME JOHN,EN,NUTR LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",6.81,1.83,3.5,66
INF FORM,"INF FORM,ABBO NUTR,SIMILAC,ALIMENTUM,W/ IRON,RTF,(FORM RO)",6.77,1.8,3.63,66
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,PDR,ARA&DHA",54.6,14.0,26.0,508
INF FORMULA,"INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,RTF,(FORMERLY ROSS)",6.92,1.36,3.55,65
INF FORM,"INF FORM,ABB NUTR,SIMI,W/ IRON,LIQ CONC,NOT RECON,(FORM RO)",13.76,2.64,6.89,127
INF FO,"INF FO,ME JOHN,EN,PROS LIPIL,W/ IRON,PDR,NOT RE,W/ ARA & DHA",53.0,12.5,27.0,510
INF FORM,"INF FORM,ABBONUTR,SIMIL,W/ IRON,PDR,NOT REC,(FORME RO)",54.73,10.89,28.87,522
INF FORM,"INF FORM,MEJOH,ENFA,PROSO,LIPIL,LIQ CONC,NOT RE W/ ARA & DHA",13.58,3.19,7.11,131
INF FORMULA,"INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,RTF,(FORMERLY ROSS)",6.93,1.36,3.55,65
INF FORM,"INF FORM,AB NUTR,SIMILAC,LO IRON,LIQ CONC,NOT REC,(FORM RO)",13.76,2.64,6.89,127
INF FOR,"INF FOR,MEJOHN,PROSOBEE LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",6.11,1.64,3.5,64
INF FORM,"INF FORM,ABBO NUTR,SIMI,LO IRON,PDR,NOT REC,(FORM R)",54.78,10.85,28.87,522
CHILD FORMULA,"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF,(FORMERLY ROSS)",11.15,2.86,4.77,99
INF FORMU,"INF FORMU,MEAD JOHNS,NEXT STEP,PROSO LIPIL,PDR,W/ ARA & DHA",57.1,15.6,21.0,480
INF FORM,"INF FORM,ME JO,NEXT STEP,PROSO,LIPIL,REATO FEED,W/ ARA & DHA",8.09,2.14,2.91,67
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,RTF",7.18,1.38,3.5,63
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,PDR,NOTREC",57.0,10.85,28.0,523
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,LQCN,NOREC",14.42,2.68,6.79,130
INF FORMU,"INF FORMU,PBM PRO,ULTRA BRI BEGINN,RTF (FORME WYETH-AYERST)",6.4,1.4,3.5,63
INF FOR,"INF FOR,PBM PR,UL BRI BEGI,LIQ CONC,NOT (FOR WYETH-AYERST)",13.9,2.9,7.0,130
INF FORM,"INF FORM, PBM PROD, ULTRA BRIG BEGINN, PDR, ( WYETH-AYERST)",56.0,12.0,28.0,524
INF FORM,"INF FORM,PBM,ULTRABRIGHTBEGIN,SOY,RTF,(FORM WY-AY)",6.09,1.8,3.5,63
INF FOR,"INF FOR,PBM PROD,ULTRA BRIGHT BEGI,S,LIQ CO,(FORME WYE-AYER)",12.18,3.6,7.0,126
INF FORM,"INF FORM,PBM,ULTRA BRIGHT BEGIN,SOY,PDR (FORM WYETH-AYERST)",52.2,13.6,27.2,508
INF FORMULA,"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,RTF",8.54,1.7,2.7,65
INF FOR,"INF FOR,NE,GOOD START 2 ESSENT,W/ IRON,LIQ CONC,NOT RECON",16.5,3.25,5.13,125
INF FORMULA,"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,PDR",62.23,12.2,19.3,471
INF FORMULA,"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,RTF",7.17,1.63,3.3,65
INF FORMULA,"INF FORMULA,NES,G START ES,SOY,W/ IRON,LIQ CONC,NOT RECON",14.1,3.2,6.5,128
INF FORMULA,"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,IRON,PDR",55.7,12.5,25.5,502
INF FORMULA,"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PDR,NOT RECON",57.1,15.6,21.0,480
INF FORMULA,"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PREP FROM PDR",8.08,2.14,2.91,67
BABYFOOD,"BABYFOOD,CORN & SWT POTATOES,STR",15.23,1.26,0.28,68
Infa for,"Infa for, A N, SI, ALI, ADVA ready, withARA and DHA, (fo R)",6.77,1.8,3.63,67
INF FORM,"INF FORM,PBM PRODU,STORE BRAND,RTF (FORM WYETH-AYERST)",6.39,1.4,3.5,63
INF FORM,"INF FORM,PBM PROD,STORE BRAND,LC,NOT REC (FORM WYETH-AYERST)",13.9,2.9,7.0,130
INF FORMULA,"INF FORMULA,PBM PRODUCTS,STORE BR,PDR,(FORME WYETH-AYERST)",56.0,12.0,28.0,524
INF FORMULA,"INF FORMULA,PBM PRO,STORE BRAND,SOY,RTF,(FOR WYETH-AYERST)",6.09,1.8,3.5,63
INF FOR,"INF FOR,PBM PR,STORE BR,SOY,LIQ CONC,NOT RE (FOR WY-AYERST)",12.18,3.6,7.0,126
INF FORM,"INF FORM,PBM PRODU,STORE BRA,SOY,PDR,(FORMER WYETH-AYERST)",52.2,13.6,27.2,508
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,RTF,W/ ARA & DHA",7.53,1.71,3.49,68
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,PDR,W/ ARA & DHA",56.03,12.73,25.97,509
INF FORM,"INF FORM,ABB NUTR,SIMI NEOS ADV,RTF,W/ ARA & DHA,(FORM ROSS)",6.92,1.92,3.77,69
INF FORM,"INF FORM,ABBOTT NUTR,NEOSURE ADVANCE,PDR,ARA&DHA (FORM ROSS)",52.02,14.42,28.33,521
INF FOR,"INF FOR,ABBOTT NUTR,LA F ADVA,RTF,W/ ARA & DHA,(FORME RO)",7.4,1.48,3.74,69
INF FOR NUTR,"INF FOR NUTR,SI LAC ADVA,LIQ CONCENTW/ ARA & DHA,(FORME R)",13.78,2.73,6.95,129
INF FORM,"INF FORM,ABBNUTR,LACT FREE ADVA,PDR,W/ ARA & DHA,(FOR RO)",55.67,11.13,28.14,520
INF FORM,"INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,RTF,(FORM ROSS)",6.92,1.36,3.7,66
INF FORM,"INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,PDR,N REC(FORMERLY ROSS)",54.73,10.89,28.87,522
INF FOR,"INF FOR,AB N,SII,ADVANCE,W/ IR,LIQ CO,NOT RECON,(FORME ROS)",13.52,2.64,6.89,127
INF FORM,"INF FORM,ABB NUTR,SIMI,ISO,ADVANCE W/ IR,LI CONC,(FORM RO)",13.21,3.13,6.98,128
INF FORMULA,"INF FORMULA,ABB NUTR,SIMI,ISO,ADVA W/ IRON,RTF,(FORM RO)",6.7,1.61,3.59,66
INF FORM,"INF FORM,AB NUTR,SIMI,ISOMIL,ADV W/ IRON,PDR,NOT RE,(FOR RO)",53.57,12.6,28.09,517
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA",7.4,2.0,3.8,71
FAT,"FAT,BEEF TALLOW",0.0,0.0,100.0,902
No Category,LARD,0.0,0.0,100.0,902
SALAD DRSNG,"SALAD DRSNG,KRAFT MAYO LT MAYO",8.5,0.6,32.9,334
SALAD DRSNG,"SALAD DRSNG,KRAFT MIRACLE WHIP LT DRSNG",14.4,0.6,18.6,231
SALAD DRSNG,"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG",12.4,0.2,2.7,70
SALAD DRSNG,"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",15.5,0.2,2.7,84
SALAD DRSNG,"SALAD DRSNG,RUSSIAN DRSNG",31.9,0.69,26.18,355
SALAD DRSNG,"SALAD DRSNG,SESAME SD DRSNG,REG",8.6,3.1,45.2,443
SALAD DRSNG,"SALAD DRSNG,1000 ISLAND,COMM,REG",14.64,1.09,35.06,370
SALAD DRSNG,"SALAD DRSNG,MAYO TYPE,REG,W/SALT",23.9,0.9,33.4,390
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,RED FAT",31.22,0.58,11.52,222
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,RED FAT",4.57,0.47,6.38,75
SALAD DRSNG,"SALAD DRSNG,RUSSIAN DRSNG,LO CAL",27.6,0.5,4.0,141
SALAD DRSNG,"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT",24.06,0.83,11.32,195
SALAD DRSNG,"SALAD DRSNG,MAYO,SOYBN OIL,W/SALT",3.16,0.9,79.39,718
SALAD DRSNG,"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT",2.7,1.1,79.4,717
SALAD DRSNG,"SALAD DRSNG,MAYO,IMITN,SOYBN",16.0,0.3,19.2,232
SALAD DRSNG,"SALAD DRSNG,MAYO,IMITN,MILK CRM",11.1,2.1,5.1,97
SALAD DRSNG,"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",15.8,0.1,47.7,482
SANDWICH SPRD,"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS",22.4,0.9,34.0,389
SHORTENING,"SHORTENING,HOUSEHOLD,SOYBN (HYDR) -COTTONSEED (HYDR)",0.0,0.0,100.0,884
OIL,"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)",0.0,0.0,100.0,884
OIL,"OIL,VEG,RICE BRAN",0.0,0.0,100.0,884
OIL,"OIL,WHEAT GERM",0.0,0.0,100.0,884
OIL,"OIL,PNUT,SALAD OR COOKING",0.0,0.0,100.0,884
OIL,"OIL,SOYBN,SALAD OR COOKING",0.0,0.0,100.0,884
VEGETABLE OIL,"VEGETABLE OIL,COCONUT",0.0,0.0,100.0,862
OIL,"OIL,OLIVE,SALAD OR COOKING",0.0,0.0,100.0,884
